# x    y
0.000000  1.000000
0.101010  0.994903
0.202020  0.979663
0.303030  0.954437
0.404040  0.919480
0.505051  0.875150
0.606061  0.821898
0.707071  0.760268
0.808081  0.690887
0.909091  0.614463
1.010101  0.531775
1.111111  0.443666
1.212121  0.351034
1.313131  0.254823
1.414141  0.156015
1.515152  0.055616
1.616162  -0.045350
1.717172  -0.145853
1.818182  -0.244870
1.919192  -0.341390
2.020202  -0.434430
2.121212  -0.523042
2.222222  -0.606321
2.323232  -0.683419
2.424242  -0.753550
2.525253  -0.816000
2.626263  -0.870130
2.727273  -0.915390
2.828283  -0.951319
2.929293  -0.977549
3.030303  -0.993814
3.131313  -0.999947
3.232323  -0.995887
3.333333  -0.981674
3.434343  -0.957454
3.535354  -0.923473
3.636364  -0.880077
3.737374  -0.827710
3.838384  -0.766905
3.939394  -0.698282
4.040404  -0.622541
4.141414  -0.540453
4.242424  -0.452855
4.343434  -0.360641
4.444444  -0.264750
4.545455  -0.166160
4.646465  -0.065877
4.747475  0.035079
4.848485  0.135676
4.949495  0.234891
5.050505  0.331710
5.151515  0.425149
5.252525  0.514253
5.353535  0.598115
5.454545  0.675879
5.555556  0.746753
5.656566  0.810014
5.757576  0.865018
5.858586  0.911204
5.959596  0.948100
6.060606  0.975331
6.161616  0.992620
6.262626  0.999789
6.363636  0.996766
6.464646  0.983581
6.565657  0.960370
6.666667  0.927368
6.767677  0.884912
6.868687  0.833435
6.969697  0.773462
7.070707  0.705604
7.171717  0.630552
7.272727  0.549073
7.373737  0.461996
7.474747  0.370209
7.575758  0.274648
7.676768  0.176288
7.777778  0.076130
7.878788  -0.024804
7.979798  -0.125485
8.080808  -0.224886
8.181818  -0.321996
8.282828  -0.415822
8.383838  -0.505410
8.484848  -0.589845
8.585859  -0.668267
8.686869  -0.739877
8.787879  -0.803944
8.888889  -0.859815
8.989899  -0.906921
9.090909  -0.944782
9.191919  -0.973011
9.292929  -0.991321
9.393939  -0.999525
9.494949  -0.997539
9.595960  -0.985384
9.696970  -0.963184
9.797980  -0.931165
9.898990  -0.889653
10.000000  -0.839072
